event_type,ts,src_ip,src_port,dest_ip,dest_port,vlan,proto,app_proto,alert.severity,alert.signature,alert.category,alert.action,alert.signature_id,alert.gid,alert.rev,alert.metadata.signature_severity,alert.metadata.former_category,alert.metadata.attack_target,alert.metadata.deployment,alert.metadata.affected_product,alert.metadata.created_at,alert.metadata.performance_impact,alert.metadata.updated_at,alert.metadata.malware_family,alert.metadata.tag,alert.metadata.confidence,alert.metadata.reviewed_at,alert.metadata.mitre_tactic_id,alert.metadata.mitre_tactic_name,alert.metadata.mitre_technique_id,alert.metadata.mitre_technique_name,flow_id,pcap_cnt,tx_id,icmp_code,icmp_type,tunnel.src_ip,tunnel.src_port,tunnel.dest_ip,tunnel.dest_port,tunnel.proto,tunnel.depth,community_id
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63397,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,2.15E+15,,0,,,,,,,,,1:ZSW4Ex4tbr7/tKkq3cgBlR8L4nU=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63397,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,2.15E+15,,0,,,,,,,,,1:ZSW4Ex4tbr7/tKkq3cgBlR8L4nU=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63393,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,2.15E+15,,0,,,,,,,,,1:ZJ6MZRmWLF6CqaAbcksTTITVXeo=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63393,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,2.15E+15,,0,,,,,,,,,1:ZJ6MZRmWLF6CqaAbcksTTITVXeo=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63391,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.57E+15,,0,,,,,,,,,1:6CSsFO8tHb/AC0aZrIPheA8Kk7c=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63391,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.57E+15,,0,,,,,,,,,1:6CSsFO8tHb/AC0aZrIPheA8Kk7c=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63390,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,1.49E+14,,0,,,,,,,,,1:hPXLZgJnaJMEesfQ4Y9Mg+69xrA=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63390,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,1.49E+14,,0,,,,,,,,,1:hPXLZgJnaJMEesfQ4Y9Mg+69xrA=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63389,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,9.87E+14,,0,,,,,,,,,1:Md2xBctPKIahh44LpNP3N5f7tIw=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63389,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,9.87E+14,,0,,,,,,,,,1:Md2xBctPKIahh44LpNP3N5f7tIw=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63494,,TCP,http,1,ET MALWARE SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033982,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]","[""Moderate""]","[""2022_05_03""]","[""SQUIRRELWAFFLE""]",,"[""Medium""]",,,,,,7.42E+14,,0,,,,,,,,,1:MXnrtv10AL0j723vb/H5xRqayuQ=
alert,2021-09-24T17:01:29.0217Z,208.91.128.6,80,10.9.23.102,63494,,TCP,http,1,ET MALWARE Possible SQUIRRELWAFFLE Server Response,Malware Command and Control Activity Detected,allowed,2033984,1,2,"[""Major""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Windows_XP_Vista_7_8_10_Server_32_64_Bit""]","[""2021_09_17""]",,"[""2021_09_22""]","[""SQUIRRELWAFFLE""]","[""Description_Generated_By_Proofpoint_Nexus""]","[""Medium""]",,,,,,7.42E+14,,0,,,,,,,,,1:MXnrtv10AL0j723vb/H5xRqayuQ=
alert,2021-09-24T17:01:43.704636Z,10.9.23.102,63616,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,8.24E+14,26624,0,,,,,,,,,1:ciLuWhr+hxJf1n5a83TfsdEN3U8=
alert,2021-09-24T17:02:17.477261Z,10.9.23.102,51366,10.9.23.5,53,,UDP,dns,3,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,allowed,2047702,1,1,"[""Informational""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_10_06""]","[""TA0043""]","[""Reconnaissance""]","[""T1590""]","[""Gather_Victim_Network_Information""]",5.60E+14,26756,0,,,,,,,,,1:GDSs5bZIliDGt8yunEoQqUjk9Uk=
alert,2021-09-24T17:02:18.376755Z,10.9.23.102,63625,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,2.18E+15,26783,0,,,,,,,,,1:/lRaAsTj0+8JqCJPv96cjEzOmk0=
alert,2021-09-24T17:02:18.570009Z,10.9.23.102,63626,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.30E+15,26804,0,,,,,,,,,1:FDyiFt0vOQj28KJ4DKw2VdIP+9w=
alert,2021-09-24T17:02:23.006481Z,10.9.23.102,63628,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,9.94E+14,27043,0,,,,,,,,,1:kHx5q8qxvBl9rBCd5yLgXOqdkuQ=
alert,2021-09-24T17:02:23.209035Z,10.9.23.102,63630,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.14E+15,27059,0,,,,,,,,,1:YA+b+Y6xGrUKQBK+wamnf1HhN0Q=
alert,2021-09-24T17:02:23.211808Z,10.9.23.102,63629,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.48E+15,27077,0,,,,,,,,,1:Ktf/gtUuM79WMO2MoUE57tb1j34=
alert,2021-09-24T17:02:23.216565Z,10.9.23.102,63631,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.13E+15,27098,0,,,,,,,,,1:61hzSZdAOjALItdCnib59btfGNY=
alert,2021-09-24T17:02:23.22537Z,10.9.23.102,63632,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,9.40E+14,27115,0,,,,,,,,,1:4Z/P+Nag0bf9mg5jSHFNz/f02z8=
alert,2021-09-24T17:02:23.226111Z,10.9.23.102,63637,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,2.70E+14,27125,0,,,,,,,,,1:9tRxTF+yc2XH5AabCpeh9gDNN8g=
alert,2021-09-24T17:02:23.22732Z,10.9.23.102,63643,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.76E+15,27148,0,,,,,,,,,1:qT2997ghRkq9iX/oXRgJj23j8iM=
alert,2021-09-24T17:02:23.227442Z,10.9.23.102,63634,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,3.79E+14,27149,0,,,,,,,,,1:xx8qWUXZWriyOhW89eq0j+m2U7s=
alert,2021-09-24T17:02:23.228144Z,10.9.23.102,63633,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.45E+15,27166,0,,,,,,,,,1:5gq5VSE+UoQduThJbWenGQb9+ZA=
alert,2021-09-24T17:02:23.229281Z,10.9.23.102,63638,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.24E+15,27187,0,,,,,,,,,1:Fqwfw6vV4skghtM6UG8zk0ikhYM=
alert,2021-09-24T17:02:23.230483Z,10.9.23.102,63635,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,5.19E+14,27203,0,,,,,,,,,1:TBlycvp7jC29qLUgU0l4Z0Z1AKk=
alert,2021-09-24T17:02:23.232917Z,10.9.23.102,63639,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.76E+15,27221,0,,,,,,,,,1:fRg6LJv2yFEUgL5tf40n5Ow0czA=
alert,2021-09-24T17:02:23.233107Z,10.9.23.102,63640,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,7.82E+14,27230,0,,,,,,,,,1:LJU3Fs2dggQcrFqjp8Vb494yI24=
alert,2021-09-24T17:02:23.23752Z,10.9.23.102,63646,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.30E+15,27271,0,,,,,,,,,1:gx4GrtzVYNaMsO+a1Es7hMwpc/s=
alert,2021-09-24T17:02:23.237895Z,10.9.23.102,63641,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,2.02E+15,27291,0,,,,,,,,,1:OtM1FPXEvCQnhhw5ELRrJRoVwiA=
alert,2021-09-24T17:02:23.237995Z,10.9.23.102,63644,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,6.25E+14,27295,0,,,,,,,,,1:FIE7T8aUR7LCfoA7715LVkr8IKE=
alert,2021-09-24T17:02:23.238038Z,10.9.23.102,63636,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,3.22E+14,27297,0,,,,,,,,,1:IMc4ICWaVmvHNsRWXJoLu1nIilk=
alert,2021-09-24T17:02:23.238094Z,10.9.23.102,63645,50.16.239.65,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,8.99E+14,27298,0,,,,,,,,,1:g9WQzExXiAcrvUzu6B1ZaYVEJu0=
alert,2021-09-24T17:02:24.662385Z,10.9.23.102,63647,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,1.14E+14,27602,0,,,,,,,,,1:DG8MDZ2btHcYlU3fGmDEgfRWFQ0=
alert,2021-09-24T17:02:26.202695Z,10.9.23.102,63648,136.232.34.70,443,,TCP,tls,3,ET JA3 Hash - [Abuse.ch] Possible Dridex,Unknown Traffic,allowed,2028765,1,2,"[""Major""]",,,,,"[""2019_10_14""]",,"[""2019_10_29""]",,"[""Description_Generated_By_Proofpoint_Nexus""]","[""Low""]",,,,,,5.34E+14,27693,0,,,,,,,,,1:8Kpe/uUaJj0WEAf7wzRhR3+TldM=
alert,2021-09-24T17:02:35.839648Z,10.9.23.102,58907,10.9.23.5,53,,UDP,dns,3,ET INFO External IP Lookup Domain (ipify .org) in DNS Lookup,Misc activity,allowed,2047702,1,1,"[""Informational""]",,"[""Client_Endpoint""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_10_06""]","[""TA0043""]","[""Reconnaissance""]","[""T1590""]","[""Gather_Victim_Network_Information""]",1.42E+15,27836,0,,,,,,,,,1:HzIJt2lQsGiC0AqCR8iN0wHgvBo=
alert,2021-09-24T17:02:36.743114Z,10.9.23.102,63658,23.21.173.155,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,4.56E+14,27887,0,,,,,,,,,1:8c00AJ4sxgS1X6tcgnmabBA2pzs=
alert,2021-09-24T17:02:36.941506Z,10.9.23.102,63660,23.21.173.155,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,7.97E+14,27904,0,,,,,,,,,1:WRLLu1YZounCRoS/ER4o7bu4FFg=
alert,2021-09-24T17:02:36.942185Z,10.9.23.102,63661,23.21.173.155,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.80E+14,27914,0,,,,,,,,,1:M24CmiJvY8wL4qmrO2o8Wcw+/lw=
alert,2021-09-24T17:02:36.94935Z,10.9.23.102,63659,23.21.173.155,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.67E+15,27944,0,,,,,,,,,1:ednqN9HguXX60PP3t9841gJBN5A=
alert,2021-09-24T17:02:36.951363Z,10.9.23.102,63662,23.21.173.155,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,5.98E+14,27954,0,,,,,,,,,1:vBIiOvUgZGs70KLIrigHMJGVYlA=
alert,2021-09-24T17:02:36.954954Z,10.9.23.102,63663,23.21.173.155,443,,TCP,tls,3,ET INFO External IP Address Lookup Domain (ipify .org) in TLS SNI,Misc activity,allowed,2047703,1,1,"[""Informational""]",,"[""Client_and_Server""]","[""Perimeter""]","[""Any""]","[""2023_08_22""]","[""Low""]","[""2023_08_22""]",,"[""External_IP_Lookup""]","[""High""]","[""2023_08_22""]",,,,,1.85E+15,27988,0,,,,,,,,,1:oJay51D6qmHG7nePp26Qt0dvEZk=
alert,2021-09-24T17:02:43.15094Z,185.4.29.135,25,10.9.23.102,63678,,TCP,smtp,3,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,allowed,2260002,1,1,,,,,,,,,,,,,,,,,1.83E+15,28368,,,,,,,,,,1:y2LWWn5WZBKQVGSsjoTZf9vnhBw=
alert,2021-09-24T17:02:44.591912Z,46.16.61.250,25,10.9.23.102,63681,,TCP,smtp,3,SURICATA Applayer Detect protocol only one direction,Generic Protocol Command Decode,allowed,2260002,1,1,,,,,,,,,,,,,,,,,1.02E+15,28411,,,,,,,,,,1:vOuTqqUgTk831paOKEHsXyFDCE0=
